Game,Season,Date,Round,HomeTeam,AwayTeam,Winner,SeasonPointsBy,SeasonPointsAgainst,SeasonPerformance,Ranking,PointsBy_Last_1,PointsAgainst_Last_1,Performance_Last_1,PointsBy_Last_2,PointsAgainst_Last_2,Performance_Last_2,PointsBy_Last_3,PointsAgainst_Last_3,Performance_Last_3,PointsBy_Last_4,PointsAgainst_Last_4,Performance_Last_4,PointsBy_Last_5,PointsAgainst_Last_5,Performance_Last_5
11832,2000,2000-06-09,R14,North Melbourne,Brisbane Lions,Home,2.0,28.0,4.0,2.0,-103.0,30.0,-2.0,-63.0,-11.0,0.0,-45.66666666666666,0.0,-0.6666666666666666,-18.25,-10.5,0.0,-18.200000000000003,-6.799999999999997,0.0
11833,2000,2000-06-10,R14,Melbourne,Collingwood,Home,65.0,-49.0,2.0,1.0,-14.0,70.0,0.0,1.0,53.5,0.0,-6.666666666666671,28.0,0.0,7.0,16.5,0.5,0.7999999999999972,5.200000000000003,0.4
11834,2000,2000-06-10,R14,West Coast,Port Adelaide,Away,367.0,-71.0,8.0,2.0,0.0,98.0,-2.0,9.5,75.0,-1.0,30.666666666666657,41.66666666666667,0.0,33.0,33.75,0.5,23.39999999999999,20.599999999999994,0.4
11835,2000,2000-06-11,R14,Carlton,Fremantle,Home,474.0,-324.0,10.0,4.0,59.0,5.0,0.0,62.5,-19.0,1.0,57.66666666666666,-37.66666666666667,1.3333333333333335,55.5,-44.75,1.5,57.400000000000006,-48.79999999999998,1.6
11836,2000,2000-06-11,R14,Sydney,Geelong,Away,-83.0,27.0,-6.0,-3.0,-17.0,-41.0,0.0,-20.0,-5.0,-1.0,-6.666666666666671,-15.0,-0.6666666666666666,-4.75,3.5,-0.5,3.799999999999997,0.19999999999998863,0.0
11837,2000,2000-06-11,R14,St Kilda,Hawthorn,Away,-114.0,192.0,-10.0,-3.0,-22.0,-9.0,0.0,-30.0,49.0,-1.0,-6.666666666666671,24.33333333333333,0.0,-6.5,16.0,0.0,-4.0,19.19999999999999,-0.4
11838,2000,2000-06-11,R14,Adelaide,Essendon,Home,-405.0,273.0,-14.0,-4.0,2.0,42.0,0.0,-34.5,3.5,0.0,-36.33333333333334,-3.3333333333333286,0.0,-39.25,9.5,-0.5,-27.599999999999994,14.599999999999994,-0.8
11839,2000,2000-06-12,R14,Richmond,Footscray,Home,-184.0,-78.0,2.0,1.0,-7.0,-5.0,0.0,-2.0,5.5,0.0,-32.66666666666666,2.3333333333333286,0.0,-33.25,-4.5,0.0,-31.799999999999997,-10.399999999999991,0.0
11840,2000,2000-06-16,R15,Collingwood,St Kilda,Home,124.0,-199.0,8.0,2.0,-8.0,-28.0,0.0,5.5,-19.5,0.0,-1.6666666666666714,-45.66666666666666,0.0,-7.5,-16.0,-0.5,-11.599999999999994,-14.200000000000003,-0.4
11844,2000,2000-06-17,R15,Essendon,Adelaide,Home,349.0,-269.0,14.0,4.0,-56.0,4.0,0.0,-29.0,-19.0,0.0,4.333333333333343,-1.0,0.0,13.25,3.5,0.0,20.200000000000017,-6.799999999999997,0.3999999999999999
11843,2000,2000-06-17,R15,Hawthorn,Brisbane Lions,Away,-122.0,-121.0,2.0,1.0,59.0,-30.0,2.0,-18.0,-5.0,0.0,-4.666666666666671,-19.666666666666657,0.6666666666666666,-11.75,-21.5,0.0,-8.599999999999994,-14.0,0.0
11842,2000,2000-06-17,R15,Geelong,Melbourne,Away,-41.0,33.0,2.0,1.0,-46.0,29.0,-2.0,9.5,-5.5,0.0,2.3333333333333286,-17.33333333333333,0.6666666666666666,6.0,-3.0,0.5,0.0,-3.5999999999999943,0.0
11841,2000,2000-06-17,R15,Carlton,West Coast,Home,203.0,-197.0,10.0,4.0,36.0,-10.0,2.0,53.0,-61.0,2.0,52.000000000000014,-57.33333333333333,2.0,39.25,-41.25,1.5,29.60000000000001,-34.19999999999999,1.2
11845,2000,2000-06-18,R15,Port Adelaide,North Melbourne,Home,-386.0,-36.0,-12.0,-5.0,-9.0,-41.0,0.0,5.0,-42.5,1.0,-2.3333333333333286,-22.66666666666667,0.0,-12.75,-20.0,0.0,-24.200000000000003,-12.399999999999991,-0.3999999999999999
11847,2000,2000-06-18,R15,Fremantle,Sydney,Home,-143.0,243.0,0.0,0.0,-4.0,56.0,0.0,-6.5,17.0,0.0,0.3333333333333286,19.0,0.0,-6.25,30.25,0.0,-8.799999999999997,26.400000000000006,0.0
11846,2000,2000-06-18,R15,Footscray,Richmond,Home,149.0,113.0,-4.0,-2.0,-35.0,35.0,-2.0,-14.0,20.0,-1.0,-10.333333333333329,8.0,-0.6666666666666666,15.75,7.0,-0.5,19.599999999999994,10.600000000000009,-0.40000000000000013
11848,2000,2000-06-23,R16,Collingwood,Hawthorn,Away,-32.0,19.0,-2.0,-1.0,43.0,-59.0,2.0,-25.0,-1.0,0.0,-17.66666666666667,-7.333333333333329,0.0,-26.75,-3.25,-0.5,-18.39999999999999,7.0,-0.4
11852,2000,2000-06-24,R16,Port Adelaide,Fremantle,Away,-45.0,-161.0,-4.0,-2.0,-20.0,-21.0,0.0,7.5,-47.5,1.0,1.3333333333333428,-25.33333333333333,0.6666666666666667,0.25,-30.25,0.5,-5.0,-35.60000000000001,0.3999999999999999
11851,2000,2000-06-24,R16,Sydney,Richmond,Home,-28.0,124.0,-8.0,-4.0,21.0,20.0,0.0,5.0,28.5,-1.0,2.333333333333343,4.666666666666671,0.0,-14.0,3.25,-0.5,-5.799999999999997,9.199999999999989,-0.7999999999999999
11850,2000,2000-06-24,R16,Melbourne,St Kilda,Home,313.0,-356.0,14.0,5.0,59.0,-43.0,2.0,58.0,-68.0,2.0,40.33333333333333,-25.666666666666657,1.3333333333333333,30.25,-34.5,1.0,14.799999999999997,-17.599999999999994,0.4
11849,2000,2000-06-24,R16,Geelong,Essendon,Home,-424.0,324.0,-14.0,-3.0,-49.0,52.0,-2.0,-20.5,41.5,-2.0,-11.333333333333329,44.0,-1.3333333333333335,-33.0,29.0,-1.0,-38.0,34.8,-1.2
11855,2000,2000-06-25,R16,West Coast,Carlton,Away,-247.0,209.0,-12.0,-4.0,-44.0,12.0,-2.0,-40.0,11.0,-2.0,-49.999999999999986,44.66666666666667,-2.0,-50.0,46.0,-2.0,-40.19999999999999,35.39999999999999,-1.6
11854,2000,2000-06-25,R16,Footscray,Adelaide,Home,78.0,3.0,2.0,1.0,10.0,-18.0,2.0,-41.5,-1.5,0.0,-28.333333333333343,3.6666666666666714,-0.6666666666666666,-18.75,11.5,-0.5,-1.2000000000000028,11.399999999999991,-0.40000000000000013
11853,2000,2000-06-25,R16,Brisbane Lions,North Melbourne,Away,20.0,-71.0,-4.0,-2.0,26.0,-47.0,2.0,11.0,-21.5,0.0,41.66666666666666,-24.33333333333333,0.6666666666666666,37.0,-5.25,0.0,31.80000000000001,-8.599999999999994,0.3999999999999999
11856,2000,2000-06-30,R17,St Kilda,Geelong,Home,-215.0,276.0,-16.0,-5.0,-25.0,9.0,-2.0,-1.0,-2.0,-1.0,-4.333333333333329,20.0,-0.6666666666666666,-20.75,10.25,-1.0,-14.199999999999989,28.599999999999994,-1.2
11858,2000,2000-07-01,R17,North Melbourne,Melbourne,Home,37.0,167.0,2.0,1.0,3.0,-48.0,0.0,-18.0,-7.0,-1.0,-21.000000000000014,6.666666666666671,-0.6666666666666667,-13.5,-5.0,-0.5,-12.199999999999989,-13.800000000000011,0.0
11857,2000,2000-07-01,R17,Richmond,Port Adelaide,Away,231.0,-158.0,10.0,4.0,42.0,21.0,0.0,7.0,24.5,-1.0,-2.0,10.0,-0.6666666666666666,4.25,19.0,-1.0,13.799999999999997,19.799999999999997,-0.3999999999999999
11859,2000,2000-07-01,R17,Fremantle,Essendon,Home,-612.0,576.0,-20.0,-6.0,-5.0,32.0,-2.0,5.0,26.0,-1.0,-2.3333333333333286,40.33333333333333,-1.3333333333333335,-6.5,26.75,-1.0,-26.599999999999994,29.0,-1.2
11860,2000,2000-07-02,R17,Brisbane Lions,Footscray,Home,13.0,145.0,-4.0,-2.0,-23.0,82.0,-2.0,-0.5,19.5,-1.0,19.666666666666657,22.666666666666657,-0.6666666666666666,28.25,7.75,0.0,20.799999999999997,11.799999999999997,-0.3999999999999999
11863,2000,2000-07-02,R17,Adelaide,Collingwood,Home,102.0,-36.0,2.0,1.0,6.0,10.0,0.0,-6.5,24.0,-1.0,18.0,-7.666666666666671,0.0,25.0,0.0,0.5,26.200000000000003,-4.599999999999994,0.7999999999999999
11862,2000,2000-07-02,R17,Sydney,Carlton,Home,-453.0,109.0,-14.0,-5.0,-63.0,-47.0,0.0,-43.5,-10.0,-1.0,-39.33333333333334,-9.333333333333343,-1.3333333333333335,-42.0,-2.75,-1.0,-49.599999999999994,1.7999999999999972,-1.2
11861,2000,2000-07-02,R17,Hawthorn,West Coast,Away,-4.0,-86.0,4.0,2.0,73.0,-45.0,2.0,34.5,-6.0,1.0,56.33333333333334,-11.0,1.3333333333333333,39.5,-24.25,1.0,40.2,-32.599999999999994,1.2
11864,2000,2000-07-07,R18,Essendon,Fremantle,Home,697.0,-574.0,20.0,5.0,85.0,2.0,0.0,45.0,-15.0,1.0,25.0,-16.666666666666657,0.6666666666666667,23.0,-29.75,1.0,22.200000000000003,-21.0,0.8
11865,2000,2000-07-08,R18,Geelong,Richmond,Home,48.0,36.0,0.0,0.0,19.0,-58.0,0.0,4.5,-42.0,1.0,-2.3333333333333286,-19.66666666666667,0.6666666666666666,0.75,-1.0,0.0,3.4000000000000057,-1.1999999999999886,0.4
11866,2000,2000-07-08,R18,Melbourne,Sydney,Home,158.0,-35.0,4.0,2.0,-49.0,23.0,-2.0,-16.0,29.0,-1.0,4.333333333333343,2.333333333333343,0.0,20.0,-1.0,0.5,6.400000000000006,15.400000000000006,0.0
11867,2000,2000-07-08,R18,North Melbourne,St Kilda,Home,389.0,-165.0,18.0,6.0,-6.0,17.0,0.0,21.0,-12.0,1.0,20.66666666666667,-11.0,0.6666666666666666,23.0,-23.0,1.0,21.200000000000003,-14.599999999999994,0.7999999999999999
11868,2000,2000-07-08,R18,West Coast,Adelaide,Home,-76.0,88.0,-4.0,-2.0,-67.0,42.0,-2.0,-44.5,10.0,-1.0,-36.33333333333334,2.6666666666666714,-0.6666666666666666,-45.75,10.75,-1.0,-43.0,20.80000000000001,-1.2
11870,2000,2000-07-09,R18,Carlton,Hawthorn,Home,412.0,-181.0,12.0,3.0,57.0,-57.0,2.0,44.0,-6.5,1.0,45.33333333333333,-19.333333333333343,1.3333333333333335,18.0,-11.75,1.0,30.60000000000001,-19.0,1.2
11869,2000,2000-07-09,R18,Port Adelaide,Collingwood,Home,-250.0,-77.0,-4.0,-1.0,-45.0,-65.0,0.0,-27.5,-50.5,0.0,-22.33333333333333,-36.0,0.0,-9.5,-45.0,0.5,-4.799999999999997,-38.8,0.7999999999999999
11871,2000,2000-07-09,R18,Brisbane Lions,Footscray,Away,70.0,88.0,-2.0,-1.0,57.0,-57.0,2.0,17.0,12.5,0.0,18.66666666666667,-6.0,0.0,29.0,2.75,0.0,34.0,-5.200000000000003,0.3999999999999999
11873,2000,2000-07-14,R19,Adelaide,West Coast,Home,63.0,-8.0,2.0,1.0,-13.0,80.0,-2.0,27.0,19.0,0.0,25.333333333333343,20.0,0.0,24.0,18.0,0.0,34.0,7.400000000000006,0.4
11872,2000,2000-07-14,R19,Geelong,North Melbourne,Away,-223.0,-41.0,-4.0,-1.0,-25.0,46.0,0.0,-21.5,26.5,-1.0,-22.0,28.33333333333333,-0.6666666666666667,-27.25,26.75,-0.5,-25.599999999999994,20.400000000000006,-0.8
11875,2000,2000-07-15,R19,Essendon,Hawthorn,Home,528.0,-438.0,18.0,4.0,35.0,-34.0,0.0,69.5,-44.0,1.0,34.33333333333334,-32.66666666666667,0.6666666666666667,34.75,-40.75,1.0,11.400000000000006,-34.60000000000001,0.8
11874,2000,2000-07-15,R19,Carlton,Footscray,Away,316.0,-261.0,12.0,3.0,74.0,-80.0,2.0,56.5,-77.5,2.0,44.66666666666667,-39.0,1.3333333333333335,37.0,-30.75,1.0,40.599999999999994,-22.599999999999994,1.2
11878,2000,2000-07-16,R19,St Kilda,Richmond,Away,-170.0,269.0,-14.0,-5.0,-27.0,-19.0,0.0,8.0,-50.5,1.0,-6.333333333333329,-39.33333333333333,0.6666666666666666,-3.0,-26.5,0.5,-2.5999999999999943,2.5999999999999943,0.0
11877,2000,2000-07-16,R19,Collingwood,Melbourne,Away,-247.0,274.0,-8.0,-4.0,-56.0,81.0,-2.0,-24.5,62.5,-1.0,-30.33333333333333,49.999999999999986,-1.3333333333333333,-29.25,40.0,-1.0,-36.400000000000006,45.0,-1.2000000000000002
11879,2000,2000-07-16,R19,Fremantle,Sydney,Away,-221.0,259.0,0.0,0.0,-27.0,34.0,0.0,-48.0,9.0,0.0,-35.0,14.333333333333329,-0.6666666666666666,-19.5,4.0,0.0,-16.400000000000006,14.399999999999991,0.0
11876,2000,2000-07-16,R19,Brisbane Lions,Port Adelaide,Home,490.0,80.0,6.0,3.0,-43.0,18.0,-2.0,15.5,8.5,0.0,28.333333333333343,28.0,0.0,27.5,17.0,0.0,23.0,22.60000000000001,-0.3999999999999999
11880,2000,2000-07-21,R20,Carlton,Essendon,Away,-153.0,213.0,-8.0,-1.0,-93.0,-7.0,-2.0,-36.0,-5.0,-1.0,-39.66666666666666,-4.333333333333329,-0.6666666666666667,-13.0,10.25,-0.5,-8.0,12.200000000000003,-0.3999999999999999
11882,2000,2000-07-22,R20,Collingwood,Geelong,Away,-72.0,172.0,-8.0,-4.0,-1.0,-20.0,0.0,-20.5,29.0,-1.0,-5.666666666666671,31.999999999999986,-0.6666666666666666,-9.75,34.25,-1.0,3.4000000000000057,18.19999999999999,-0.4
11881,2000,2000-07-22,R20,Hawthorn,North Melbourne,Home,-238.0,54.0,-8.0,-3.0,-42.0,80.0,-2.0,-26.0,65.0,-1.0,-30.666666666666657,49.33333333333334,-1.3333333333333335,-20.0,41.0,-1.0,-22.0,39.8,-0.8
11884,2000,2000-07-22,R20,West Coast,Footscray,Away,-125.0,32.0,-6.0,-3.0,15.0,35.0,-2.0,12.0,-42.5,0.0,7.666666666666671,-24.0,0.0,-15.0,-8.25,-0.5,-18.0,-5.400000000000006,-0.7999999999999999
11883,2000,2000-07-22,R20,Sydney,Port Adelaide,Home,284.0,-98.0,6.0,3.0,51.0,-36.0,2.0,0.5,-8.5,0.0,29.33333333333333,-6.333333333333343,0.6666666666666666,30.75,-10.75,1.0,23.19999999999999,1.0,0.3999999999999999
11885,2000,2000-07-23,R20,Adelaide,St Kilda,Away,382.0,-244.0,14.0,5.0,9.0,-26.0,2.0,41.0,-16.0,1.0,40.0,-2.666666666666657,0.6666666666666666,32.25,8.5,0.5,28.60000000000001,7.799999999999997,0.4
11886,2000,2000-07-23,R20,Melbourne,Fremantle,Home,442.0,-328.0,8.0,4.0,37.0,-8.0,2.0,45.0,-34.0,2.0,36.66666666666666,-9.666666666666671,0.6666666666666666,34.0,-4.75,1.0,30.799999999999997,-8.599999999999994,0.8
11887,2000,2000-07-23,R20,Richmond,Brisbane Lions,Home,-364.0,-99.0,2.0,1.0,-14.0,26.0,0.0,-32.0,18.0,0.0,-45.33333333333333,40.66666666666667,-0.6666666666666666,-37.0,19.0,-0.5,-40.2,24.0,-0.7999999999999999
11888,2000,2000-07-28,R21,Essendon,Footscray,Away,475.0,-479.0,18.0,4.0,9.0,-8.0,0.0,49.5,1.0,0.0,50.66666666666667,-25.0,0.6666666666666667,59.5,-36.75,1.0,38.400000000000006,-32.599999999999994,0.8
11889,2000,2000-07-29,R21,Hawthorn,St Kilda,Home,304.0,-240.0,16.0,5.0,22.0,-39.0,2.0,3.0,5.0,1.0,33.66666666666666,0.3333333333333286,1.3333333333333333,13.75,9.0,0.5,23.0,2.200000000000003,0.7999999999999999
11890,2000,2000-07-29,R21,Richmond,Sydney,Away,-117.0,0.0,4.0,2.0,-26.0,-12.0,0.0,-12.0,-8.5,0.0,-22.33333333333333,-2.6666666666666714,0.0,-38.0,19.75,-0.5,-29.0,24.799999999999997,-0.8
11891,2000,2000-07-29,R21,Brisbane Lions,Adelaide,Home,197.0,0.0,2.0,1.0,37.0,-37.0,2.0,25.0,-37.0,1.0,18.0,-19.66666666666667,0.6666666666666666,11.25,-21.75,0.5,16.60000000000001,-13.199999999999989,0.3999999999999999
11892,2000,2000-07-30,R21,Port Adelaide,West Coast,Home,-315.0,-8.0,-4.0,-2.0,2.0,-7.0,0.0,-17.5,3.0,0.0,-0.3333333333333286,27.66666666666667,0.0,-4.25,3.5,0.0,-2.200000000000003,-2.0,0.0
11893,2000,2000-07-30,R21,North Melbourne,Geelong,Away,245.0,69.0,4.0,2.0,-17.0,67.0,-2.0,11.0,14.0,0.0,15.666666666666657,-6.0,0.0,16.25,-6.25,0.5,17.599999999999994,-11.400000000000006,0.40000000000000013
11894,2000,2000-07-30,R21,Melbourne,Collingwood,Home,348.0,-303.0,12.0,5.0,69.0,-23.0,2.0,50.5,-14.5,2.0,52.33333333333333,-36.66666666666667,2.0,37.5,-38.5,1.5,38.39999999999999,-35.79999999999998,1.6
11895,2000,2000-07-30,R21,Fremantle,Carlton,Home,-723.0,523.0,-16.0,-6.0,-6.0,51.0,0.0,0.5,41.0,0.0,-35.66666666666667,57.33333333333333,-0.6666666666666666,-36.25,43.25,-0.5,-43.400000000000006,30.200000000000003,-0.7999999999999999
11896,2000,2000-08-04,R22,Footscray,Hawthorn,Away,138.0,-25.0,2.0,1.0,-6.0,14.0,0.0,-3.5,12.5,0.0,-4.666666666666671,-22.66666666666667,0.6666666666666667,-8.0,-6.25,0.0,-2.799999999999997,-1.3999999999999915,0.0
11897,2000,2000-08-05,R22,Essendon,St Kilda,Home,941.0,-819.0,36.0,10.0,18.0,-61.0,0.0,24.0,-48.5,1.0,38.33333333333333,-43.66666666666667,1.3333333333333333,61.25,-43.5,1.5,60.599999999999994,-38.599999999999994,1.2000000000000002
11898,2000,2000-08-05,R22,Geelong,Fremantle,Home,273.0,-276.0,6.0,3.0,7.0,26.0,-2.0,19.0,-28.0,0.0,14.666666666666657,-12.666666666666671,0.0,20.25,-23.75,0.5,16.799999999999997,-10.0,0.0
11899,2000,2000-08-05,R22,Brisbane Lions,Sydney,Home,312.0,78.0,2.0,1.0,69.0,-20.0,0.0,19.5,-16.5,0.0,18.333333333333343,-21.33333333333333,0.0,15.5,-16.25,0.0,9.800000000000011,-12.799999999999997,0.0
11900,2000,2000-08-05,R22,North Melbourne,Collingwood,Home,316.0,-107.0,12.0,6.0,-18.0,18.0,-2.0,-9.0,31.5,-1.0,7.333333333333329,14.666666666666657,0.0,21.75,-20.0,0.5,16.200000000000003,-25.0,0.7999999999999999
11901,2000,2000-08-06,R22,Adelaide,Melbourne,Away,-224.0,149.0,-8.0,-4.0,-59.0,-10.0,-2.0,-70.5,14.0,-2.0,-50.0,6.666666666666671,-1.3333333333333335,-43.25,7.5,-1.5,-25.599999999999994,7.200000000000003,-0.8
11902,2000,2000-08-06,R22,Carlton,Richmond,Home,526.0,-169.0,8.0,3.0,0.0,4.0,0.0,-18.0,17.0,-1.0,-23.333333333333343,10.0,-1.3333333333333333,13.5,-8.75,-0.5,21.599999999999994,-27.799999999999997,0.0
11903,2000,2000-08-06,R22,West Coast,Port Adelaide,Away,327.0,26.0,2.0,1.0,12.0,18.0,-2.0,5.0,12.5,-1.0,15.666666666666657,4.0,-0.6666666666666666,3.25,-16.25,-0.5,5.799999999999997,0.7999999999999972,-0.4
11904,2000,2000-08-11,EF,Geelong,Hawthorn,Away,36.0,55.0,0.0,0.0,43.0,54.0,0.0,26.5,56.5,-1.0,20.0,37.0,-0.6666666666666667,15.75,17.5,-0.5,9.599999999999994,13.200000000000003,-0.40000000000000013
11905,2000,2000-08-12,QF,Essendon,Footscray,Home,495.0,-471.0,18.0,2.0,31.0,-3.0,2.0,10.0,4.0,0.0,9.666666666666671,0.0,0.0,29.75,2.5,0.0,34.400000000000006,-13.399999999999991,0.40000000000000013
11906,2000,2000-08-12,EF,Brisbane Lions,North Melbourne,Home,155.0,-82.0,-4.0,0.0,36.0,-28.0,0.0,54.5,-31.5,1.0,44.33333333333334,-43.333333333333336,1.3333333333333335,32.25,-40.5,1.0,20.200000000000003,-18.799999999999997,0.40000000000000013
11907,2000,2000-08-13,QF,Carlton,Melbourne,Away,110.0,-180.0,4.0,1.0,-45.0,-48.0,0.0,-44.0,-34.0,-1.0,-55.0,-12.0,-1.3333333333333335,-52.25,-14.75,-1.5,-30.80000000000001,-17.80000000000001,-1.2
11908,2000,2000-08-18,SF,North Melbourne,Hawthorn,Home,230.0,168.0,2.0,1.0,-19.0,115.0,-2.0,10.0,63.0,-1.0,0.6666666666666714,52.33333333333333,-1.3333333333333335,-2.0,55.5,-1.5,6.799999999999997,28.39999999999999,-0.8
11909,2000,2000-08-19,SF,Carlton,Brisbane Lions,Home,42.0,-223.0,6.0,2.0,-23.0,20.0,-2.0,-27.0,11.5,-1.0,-41.33333333333333,16.000000000000007,-1.3333333333333335,-39.0,19.75,-1.5,-40.80000000000001,20.200000000000003,-1.6
11910,2000,2000-08-25,PF,Melbourne,North Melbourne,Home,23.0,-356.0,0.0,0.0,-14.0,-13.0,0.0,41.5,-55.5,1.0,29.666666666666657,-26.66666666666667,0.6666666666666667,42.25,-25.25,1.0,38.8,-29.599999999999994,1.2
11911,2000,2000-08-26,PF,Essendon,Carlton,Home,109.0,-301.0,10.0,1.0,47.0,4.0,0.0,28.5,-7.0,1.0,4.333333333333329,8.666666666666671,0.0,9.75,5.25,0.5,24.200000000000003,-1.2000000000000028,0.8
11912,2000,2000-09-02,GF,Essendon,Melbourne,Home,330.0,-429.0,14.0,1.0,-31.0,-26.0,0.0,35.5,-20.0,0.0,-0.6666666666666572,-20.66666666666667,0.0,-11.75,-19.5,-0.5,-19.599999999999994,-14.399999999999991,-0.3999999999999999
11913,2001,2001-03-30,R1,North Melbourne,Essendon,Away,0.0,0.0,0.0,0.0,-29.0,81.0,-2.0,-22.0,50.5,-1.0,-56.33333333333333,75.33333333333334,-1.3333333333333335,-36.5,56.25,-1.0,-29.400000000000006,46.2,-0.8
11916,2001,2001-03-31,R1,Fremantle,Carlton,Away,0.0,0.0,0.0,0.0,-31.0,31.0,0.0,-40.5,31.0,0.0,-30.33333333333333,41.999999999999986,0.0,-34.25,45.0,-0.5,-29.60000000000001,50.19999999999999,-0.4
11914,2001,2001-03-31,R1,Hawthorn,Brisbane Lions,Home,0.0,0.0,0.0,0.0,31.0,-41.0,0.0,6.5,-17.0,0.0,-20.66666666666667,-5.666666666666671,0.0,-29.25,-3.25,0.0,-26.19999999999999,-2.200000000000003,0.0
11915,2001,2001-03-31,R1,Footscray,St Kilda,Away,0.0,0.0,0.0,0.0,-1.0,-10.0,0.0,1.0,-41.0,0.0,5.0,-39.999999999999986,0.6666666666666666,4.25,-36.25,1.0,12.599999999999994,-37.599999999999994,1.2
11917,2001,2001-03-31,R1,Port Adelaide,Collingwood,Home,0.0,0.0,0.0,0.0,61.0,-5.0,2.0,25.5,-1.0,1.0,13.333333333333329,-0.3333333333333286,0.6666666666666666,2.25,3.75,0.5,17.799999999999997,-11.799999999999997,0.7999999999999999
11920,2001,2001-04-01,R1,Melbourne,Adelaide,Away,0.0,0.0,0.0,0.0,-17.0,-4.0,0.0,36.0,2.0,1.0,30.0,-8.0,1.3333333333333333,38.25,-3.5,1.0,35.39999999999999,-3.0,1.2000000000000002
11919,2001,2001-04-01,R1,Geelong,Richmond,Home,0.0,0.0,0.0,0.0,31.0,-33.0,0.0,36.0,1.5,1.0,20.33333333333333,16.66666666666667,0.0,15.75,12.25,0.0,18.39999999999999,7.799999999999997,0.0
11918,2001,2001-04-01,R1,Sydney,West Coast,Home,0.0,0.0,0.0,0.0,20.0,-46.0,0.0,2.0,-32.0,1.0,23.666666666666657,-27.0,1.3333333333333333,21.25,-26.0,1.5,13.800000000000011,-1.5999999999999943,0.7999999999999999
11921,2001,2001-04-06,R2,Essendon,Port Adelaide,Home,47.0,-32.0,0.0,0.0,47.0,-32.0,0.0,21.5,-24.5,0.0,26.66666666666667,-17.33333333333333,0.0,49.5,-20.0,0.5,48.39999999999999,-24.39999999999999,0.8
11922,2001,2001-04-07,R2,Carlton,Footscray,Away,12.0,6.0,2.0,1.0,12.0,6.0,2.0,8.0,10.5,1.0,33.66666666666667,3.0,1.3333333333333333,24.0,6.0,0.5,24.200000000000003,-3.0,0.3999999999999999
11925,2001,2001-04-07,R2,Adelaide,Hawthorn,Away,-11.0,45.0,-2.0,-1.0,-11.0,45.0,-2.0,-9.5,37.0,-1.0,-14.666666666666657,29.66666666666667,-1.3333333333333333,-11.75,34.5,-1.5,-7.6000000000000085,32.19999999999999,-1.2000000000000002
11924,2001,2001-04-07,R2,Collingwood,Fremantle,Home,-37.0,-34.0,0.0,0.0,-37.0,-34.0,0.0,-4.0,-46.5,0.0,-3.666666666666657,-37.66666666666667,0.0,0.75,-43.25,0.0,1.6000000000000085,-34.999999999999986,0.0
11923,2001,2001-04-07,R2,Richmond,Melbourne,Away,31.0,-31.0,2.0,1.0,31.0,-31.0,2.0,4.0,-20.5,1.0,-21.666666666666657,-21.0,0.0,-10.5,-17.75,0.0,-21.200000000000003,-18.400000000000006,0.0
11928,2001,2001-04-08,R2,West Coast,North Melbourne,Away,-12.0,-31.0,0.0,0.0,-12.0,-31.0,0.0,-9.0,-8.5,0.0,-9.333333333333329,-5.333333333333343,-0.6666666666666666,-5.75,-26.5,-0.5,-10.599999999999994,-15.200000000000003,-0.8
11927,2001,2001-04-08,R2,Brisbane Lions,Sydney,Home,-33.0,25.0,-2.0,-1.0,-33.0,25.0,-2.0,-42.0,26.0,-1.0,-19.33333333333333,15.0,-0.6666666666666666,-11.75,0.75,-0.5,0.4000000000000057,-3.6000000000000085,-0.40000000000000013
11926,2001,2001-04-08,R2,St Kilda,Geelong,Away,-3.0,58.0,0.0,0.0,-3.0,58.0,0.0,-4.5,43.0,0.0,-23.33333333333333,39.66666666666667,-0.6666666666666666,-24.75,28.0,-0.5,-21.799999999999997,30.0,-0.7999999999999999
11929,2001,2001-04-12,R3,Carlton,Essendon,Home,-91.0,57.0,-2.0,-1.0,-64.0,0.0,-2.0,-45.5,28.5,-1.0,-48.66666666666667,35.66666666666667,-1.3333333333333335,-30.0,24.0,-1.0,-46.20000000000002,23.799999999999997,-1.2
11930,2001,2001-04-14,R3,Richmond,Brisbane Lions,Home,-8.0,57.0,0.0,0.0,-49.0,53.0,-2.0,-4.0,28.5,0.0,-8.333333333333329,10.333333333333329,0.0,-13.0,9.75,-0.5,-17.799999999999997,13.800000000000011,-0.3999999999999999
11932,2001,2001-04-14,R3,North Melbourne,Collingwood,Away,-67.0,91.0,-2.0,-1.0,-47.0,30.0,-2.0,-33.5,45.5,-1.0,-13.0,50.0,-0.6666666666666666,-6.75,42.5,-0.5,-9.0,53.599999999999994,-0.4
11931,2001,2001-04-14,R3,Footscray,Sydney,Away,-12.0,18.0,-2.0,-1.0,7.0,-20.0,0.0,-6.0,9.0,-1.0,-18.66666666666667,1.3333333333333286,-0.6666666666666666,-18.5,0.5,-1.0,-25.39999999999999,-1.6000000000000085,-0.8
11935,2001,2001-04-15,R3,St Kilda,Hawthorn,Away,6.0,60.0,-2.0,-1.0,-21.0,34.0,-2.0,3.0,30.0,-1.0,-5.666666666666657,23.33333333333333,-0.6666666666666666,-11.5,35.0,-1.0,-9.599999999999994,38.599999999999994,-1.2000000000000002
